Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Scholarship holder,Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Admission grade,Displaced,Previous qualification (grade),Curricular units 2nd sem (evaluations),Application order,Daytime/evening attendance	,Curricular units 2nd sem (credited),Curricular units 1st sem (credited),Curricular units 1st sem (evaluations),GDP,Course,Target
5,13.8,5,14.0,1,0,5,5,100.1,0,127.0,5,1,0,0,1,5,3.51,9991,Graduate
6,12.833333333333334,5,13.8,1,1,6,6,119.4,0,126.0,6,1,1,0,0,7,-0.92,9070,Graduate
6,11.857142857142858,5,12.8,1,0,6,6,122.1,0,128.0,10,1,0,0,0,8,0.32,8014,Graduate
6,13.833333333333334,6,12.166666666666666,1,0,6,6,100.0,0,100.0,6,1,1,0,0,6,0.32,9773,Graduate
4,11.5,4,12.0,1,0,6,6,101.0,0,170.0,12,1,0,0,0,9,0.32,8014,Graduate
6,11.5,6,10.833333333333334,1,1,6,6,111.8,1,117.0,9,2,0,0,0,8,1.74,8014,Graduate
8,13.385,8,13.385,1,0,8,8,140.0,1,140.0,8,1,1,0,0,8,-3.12,9500,Graduate
6,14.5,6,15.666666666666666,1,0,6,6,124.4,1,123.0,9,4,1,0,0,14,-4.06,9085,Graduate
6,13.833333333333334,6,14.333333333333334,1,1,6,6,150.0,0,150.0,7,1,1,0,0,9,0.79,9003,Graduate
6,11.666666666666666,6,11.666666666666666,1,1,6,6,116.0,1,123.0,8,4,1,0,0,9,3.51,9238,Graduate
2,11.333333333333334,5,12.0,1,1,6,6,135.6,1,130.0,10,1,1,0,0,9,3.51,9070,Dropout
7,14.725714285714288,7,14.725714285714288,1,1,8,8,121.0,0,137.0,8,1,1,0,0,8,1.74,9500,Graduate
6,13.666666666666666,6,14.166666666666666,1,1,6,6,118.7,1,126.0,6,2,1,0,0,6,1.79,9773,Graduate
6,12.333333333333334,6,11.571428571428571,1,0,6,6,125.7,1,125.0,8,1,1,0,0,10,1.79,9238,Graduate
8,13.1375,7,12.5,1,0,8,7,107.1,1,112.0,8,4,1,0,0,7,1.79,9556,Graduate
8,12.86,8,12.86,1,0,8,8,125.5,0,141.0,10,1,1,0,0,10,-3.12,9500,Graduate
6,13.714285714285714,6,12.25,1,0,6,6,127.0,1,135.0,9,4,1,0,0,10,2.02,9670,Graduate
5,12.2,4,12.0,1,1,5,5,113.5,1,117.0,5,2,1,0,0,7,1.74,9085,Graduate
8,16.168888888888887,7,15.116666666666667,1,1,8,7,154.4,0,160.0,9,1,1,0,0,9,-4.06,9500,Graduate
4,10.25,2,12.5,0,0,5,5,122.0,0,136.0,6,1,1,0,0,6,-3.12,9670,Dropout
0,0.0,0,0.0,1,0,6,6,128.0,1,143.0,0,2,1,0,0,11,-3.12,9238,Dropout
4,14.6,6,11.875,1,0,6,6,117.2,1,120.0,11,4,1,0,0,8,2.02,9670,Graduate
0,0.0,1,11.0,1,0,5,5,150.0,1,150.0,5,1,1,0,1,6,-1.7,9130,Dropout
5,13.2,5,15.2,1,0,5,5,155.3,0,142.0,6,3,1,0,0,5,0.32,9085,Graduate
2,11.0,5,11.6,0,0,6,6,120.0,1,120.0,12,1,1,1,2,7,1.79,9130,Dropout
6,15.142857142857142,6,14.833333333333334,1,0,6,6,116.1,0,160.0,7,1,1,0,0,6,2.02,9238,Graduate
3,11.333333333333334,3,11.333333333333334,1,0,6,6,118.9,1,133.1,10,1,1,0,0,12,0.32,9853,Dropout
5,11.8,5,11.2,1,1,5,5,127.3,0,142.0,5,2,1,0,0,5,2.02,9147,Graduate
5,13.666666666666666,5,13.4,1,1,6,6,113.7,1,121.0,9,4,1,0,0,8,-3.12,9853,Graduate
0,0.0,2,10.5,1,0,5,5,118.5,0,135.0,5,1,1,0,0,12,2.02,9147,Dropout
5,16.4,5,16.2,1,0,5,5,146.7,0,153.0,5,1,1,0,0,5,2.02,9147,Graduate
8,14.88181818181818,7,14.542857142857144,1,1,8,7,124.3,1,140.0,11,1,1,0,0,7,-0.92,9500,Graduate
8,14.355555555555554,7,13.694285714285714,1,0,8,7,137.8,0,152.0,9,1,1,0,0,7,2.02,9500,Graduate
6,11.857142857142858,6,11.285714285714286,1,1,6,6,130.2,0,120.0,10,1,1,0,0,8,1.79,9238,Graduate
0,0.0,0,0.0,0,0,6,3,150.0,0,150.0,0,1,1,0,0,3,3.51,9085,Dropout
7,13.058571428571428,7,13.058571428571428,1,1,8,8,100.0,1,100.0,8,1,1,0,0,8,1.74,9500,Graduate
8,14.055555555555555,7,14.3,1,0,8,7,155.6,0,150.0,9,1,1,0,0,7,-0.92,9500,Graduate
8,12.0,5,11.8,1,0,10,10,117.4,0,124.0,14,4,1,4,3,15,0.32,9147,Graduate
3,11.666666666666666,6,10.571428571428571,1,0,6,6,117.5,1,121.0,11,1,1,0,0,7,-0.92,9254,Graduate
6,13.333333333333334,6,13.333333333333334,1,0,7,7,120.4,1,134.0,7,1,1,0,0,7,0.32,9500,Graduate
5,11.0,6,11.857142857142858,1,0,6,6,130.9,0,134.0,9,1,1,0,0,10,0.79,9238,Graduate
0,0.0,0,0.0,1,0,5,5,151.0,0,151.0,5,1,1,0,0,6,-0.92,9119,Dropout
6,13.0,6,12.0,1,0,6,6,103.5,1,107.0,7,1,1,0,0,7,1.79,9238,Graduate
6,11.666666666666666,6,12.666666666666666,1,0,6,6,119.4,0,126.0,6,1,0,0,0,6,-1.7,8014,Graduate
6,13.666666666666666,6,12.166666666666666,1,1,6,6,134.4,1,133.0,9,1,1,0,0,6,-3.12,9238,Graduate
6,14.666666666666666,6,13.333333333333334,1,0,6,6,143.0,0,140.0,6,1,1,2,3,6,0.79,9238,Graduate
7,14.571428571428571,7,15.0,1,0,7,7,110.0,0,110.0,7,1,1,0,0,8,1.79,9853,Graduate
8,13.39125,8,13.39125,1,1,8,8,132.5,1,141.0,8,4,1,0,0,8,-3.12,9500,Graduate
6,12.428571428571429,5,12.166666666666666,1,0,6,6,114.7,0,122.0,8,1,1,0,0,9,0.79,9238,Graduate
4,12.5,4,11.25,1,0,5,5,166.9,0,156.0,6,1,1,0,0,9,0.32,9130,Graduate
0,0.0,0,0.0,1,0,0,0,178.3,1,188.0,0,1,1,0,0,0,-4.06,171,Dropout
6,12.857142857142858,6,12.833333333333334,1,0,6,6,117.0,1,120.0,8,1,0,0,0,7,1.79,8014,Graduate
6,13.1,6,14.0,1,0,6,6,150.0,0,130.0,11,1,1,0,0,10,-0.92,9003,Graduate
6,12.5,6,13.5,1,0,6,6,135.1,1,140.0,8,1,1,0,0,7,-3.12,9773,Graduate
5,11.666666666666666,5,11.0,1,0,5,5,136.2,0,133.1,9,1,0,0,0,6,1.74,9991,Graduate
6,13.833333333333334,6,13.0,1,0,6,6,116.0,0,120.0,6,1,1,0,0,8,-1.7,9238,Graduate
4,11.5,4,12.6,1,0,6,6,116.3,1,117.0,6,1,1,0,0,9,-1.7,9254,Dropout
6,13.333333333333334,6,13.666666666666666,1,1,6,6,134.0,0,123.0,6,1,1,0,0,6,1.79,9773,Graduate
0,0.0,0,0.0,0,0,0,0,124.2,1,127.0,0,4,1,0,0,0,-3.12,171,Dropout
6,14.2,6,14.2,1,1,7,7,134.5,0,151.0,7,1,1,0,0,7,0.32,9500,Graduate
0,0.0,5,11.0,0,0,6,6,120.7,0,127.0,12,1,1,0,0,10,1.74,9254,Dropout
6,16.428571428571427,6,15.0,1,0,6,6,127.1,1,133.0,7,1,1,0,0,7,2.02,9085,Graduate
7,13.44285714285714,6,12.585714285714284,1,0,8,7,133.0,0,133.1,9,1,1,0,0,9,0.79,9500,Graduate
0,0.0,0,0.0,1,0,5,5,128.2,0,133.1,0,1,0,0,0,0,-1.7,9991,Dropout
0,0.0,0,0.0,1,0,6,6,172.0,0,160.0,0,1,1,0,0,0,3.51,9085,Dropout
6,11.833333333333334,6,11.666666666666666,1,0,6,6,128.5,1,140.0,10,4,1,0,0,7,1.74,9853,Graduate
2,10.0,3,12.666666666666666,1,0,6,6,128.5,0,146.0,12,1,1,0,0,13,1.74,9773,Dropout
7,13.714285714285714,8,13.5,1,1,9,11,142.5,1,140.0,16,1,1,4,7,18,3.51,9085,Graduate
6,15.75,6,16.153846153846153,1,1,6,6,106.0,1,133.1,10,1,1,0,0,13,-4.06,9085,Graduate
6,14.033333333333331,6,14.033333333333331,1,1,7,7,125.5,1,136.0,7,4,1,0,0,7,0.32,9500,Graduate
6,13.666666666666666,7,13.857142857142858,1,1,7,7,112.9,1,122.0,8,1,1,0,0,8,3.51,9853,Graduate
7,13.414285714285716,7,13.414285714285716,1,0,8,8,124.8,1,138.0,8,6,1,0,0,8,-1.7,9500,Dropout
7,13.571428571428571,11,13.545454545454543,1,0,7,11,140.9,0,160.0,7,1,0,3,7,11,-0.92,8014,Graduate
6,14.428571428571429,6,13.833333333333334,1,1,6,6,148.4,0,161.0,7,1,1,0,0,6,-4.06,9773,Graduate
5,12.857142857142858,5,12.0,1,0,5,5,129.7,0,140.0,9,1,0,0,0,8,0.79,9991,Graduate
0,0.0,0,0.0,1,0,6,6,128.2,0,133.1,0,1,1,0,0,0,-1.7,9085,Dropout
0,0.0,0,0.0,0,0,5,5,119.9,1,130.0,0,4,1,0,0,5,-3.12,9147,Dropout
8,15.287499999999998,7,15.135714285714286,1,1,8,7,141.0,1,152.0,8,1,1,0,0,7,1.79,9500,Graduate
6,10.978571428571428,5,12.74,1,1,8,7,140.0,0,133.1,12,1,1,0,0,13,-0.92,9500,Dropout
6,13.166666666666666,6,13.428571428571429,1,1,6,6,117.0,0,125.0,6,1,1,0,0,7,-4.06,9853,Graduate
8,11.11111111111111,9,12.555555555555555,1,0,9,11,140.2,0,140.0,14,1,1,3,6,19,3.51,9147,Graduate
6,11.166666666666666,6,11.5,1,0,6,6,129.3,0,124.0,7,1,1,0,0,8,0.32,9238,Graduate
6,12.333333333333334,6,13.666666666666666,1,0,6,6,145.3,0,140.0,9,1,1,0,0,6,0.32,9853,Graduate
10,12.0,11,11.272727272727272,1,0,11,14,146.2,0,130.0,16,1,0,6,10,16,1.74,9991,Graduate
6,14.166666666666666,6,14.666666666666666,1,1,6,6,156.1,0,160.0,6,1,0,2,3,6,0.79,8014,Graduate
5,11.4,5,13.0,0,0,6,6,128.4,1,141.0,8,6,1,0,0,8,0.32,9773,Dropout
2,12.333333333333334,2,10.5,0,0,5,5,115.0,0,120.0,8,2,1,0,0,8,0.32,9085,Dropout
6,14.0,6,14.857142857142858,1,0,6,6,158.7,0,166.0,7,2,1,0,0,7,2.02,9085,Graduate
7,12.86,7,12.86,1,1,8,8,124.5,1,147.0,11,4,1,0,0,11,1.74,9500,Graduate
11,12.0,11,11.727272727272728,1,0,11,11,111.9,1,121.0,14,1,1,5,5,12,1.79,9238,Graduate
3,12.0,6,13.142857142857142,1,1,6,6,150.0,1,150.0,10,1,1,2,3,11,0.79,9085,Graduate
4,13.714285714285714,5,11.8,1,0,6,6,114.2,1,124.0,9,1,1,0,0,6,1.74,9670,Dropout
0,0.0,3,10.666666666666666,1,0,5,5,96.0,1,96.0,9,1,1,0,0,10,-0.92,9147,Dropout
7,14.731428571428571,7,14.731428571428571,1,0,8,8,131.3,1,142.0,8,1,1,0,0,8,1.74,9500,Graduate
0,0.0,0,0.0,1,0,0,0,137.1,1,135.0,0,1,1,0,0,0,-1.7,171,Graduate
12,14.25,13,13.615384615384617,1,0,12,13,120.0,1,120.0,12,1,1,6,9,14,0.79,9070,Graduate
5,14.8,5,15.8,1,0,5,5,139.0,0,140.0,5,1,0,0,0,5,3.51,9991,Graduate
6,14.571428571428571,6,14.666666666666666,1,0,6,6,129.1,0,135.0,7,1,1,0,0,6,-4.06,9238,Graduate
0,0.0,0,0.0,1,0,5,5,128.2,0,133.1,5,1,1,0,0,5,0.32,9085,Dropout
7,14.654285714285717,7,14.654285714285717,1,1,8,8,120.8,1,137.0,8,2,1,0,0,8,1.74,9500,Graduate
7,12.401428571428571,7,12.401428571428571,1,0,8,8,135.8,0,122.0,8,1,1,0,0,8,1.74,9500,Graduate
7,14.071428571428571,7,11.5875,1,0,8,7,118.9,1,128.0,9,3,1,0,0,8,0.79,9500,Graduate
5,15.6,5,14.0,1,0,5,5,140.0,0,140.0,5,1,0,1,3,5,1.79,9991,Graduate
6,11.833333333333334,6,12.333333333333334,1,1,6,6,127.1,1,132.0,6,1,1,0,0,9,3.51,9238,Graduate
5,15.4,5,14.0,1,0,5,5,137.0,0,131.0,6,1,1,0,0,5,0.32,9085,Graduate
6,12.375,6,15.23076923076923,1,0,6,6,127.4,1,126.0,10,1,1,0,0,13,-4.06,9085,Graduate
3,11.0,5,11.6,1,0,6,6,97.0,1,133.1,9,1,1,0,0,9,-1.7,9853,Dropout
6,11.6,6,11.6,1,1,7,7,126.3,1,136.0,7,4,1,0,0,7,0.32,9500,Graduate
0,0.0,0,0.0,1,0,8,7,127.5,0,140.0,0,4,1,0,0,0,-1.7,9500,Dropout
8,13.094444444444443,7,12.901428571428571,1,1,8,7,126.6,0,135.0,9,1,1,0,0,7,2.02,9500,Graduate
5,14.8,7,14.142857142857142,1,0,5,7,120.0,0,160.0,5,1,0,1,4,9,0.32,9991,Graduate
0,0.0,0,0.0,1,0,6,6,140.0,1,140.0,0,1,1,0,0,0,-4.06,9085,Dropout
8,13.25375,8,13.25375,1,0,8,8,131.5,1,140.0,8,6,1,0,0,8,-3.12,9500,Graduate
8,14.1,7,13.785714285714286,1,0,8,7,112.2,1,115.0,8,6,1,0,0,7,1.79,9556,Graduate
6,13.916666666666666,6,13.916666666666666,1,0,7,7,150.5,0,144.0,7,1,1,0,0,7,0.32,9500,Graduate
6,13.571428571428571,6,13.5,1,0,6,6,121.0,1,128.0,9,4,1,0,0,8,2.02,9670,Graduate
0,0.0,0,0.0,1,0,5,5,129.4,1,135.0,12,2,1,0,0,8,1.74,9085,Dropout
4,14.6,5,11.5,1,0,6,6,114.4,0,121.0,9,1,1,0,0,10,2.02,9670,Graduate
7,12.082857142857142,7,12.082857142857142,1,1,8,8,120.3,1,134.0,8,3,1,0,0,8,1.74,9500,Graduate
5,12.8,6,11.833333333333334,1,1,6,6,120.0,0,120.0,10,1,0,0,0,8,-4.06,8014,Graduate
5,12.4,5,13.4,1,1,5,5,114.5,1,125.0,5,2,1,0,0,6,1.79,9147,Graduate
0,0.0,0,0.0,1,1,7,7,127.8,0,141.0,7,1,1,0,0,7,0.32,9500,Dropout
6,14.571428571428571,5,14.2,1,0,6,6,124.6,1,140.0,7,1,1,0,0,7,-4.06,9773,Graduate
7,13.814285714285717,7,13.814285714285717,1,1,8,8,130.3,1,144.0,8,6,1,0,0,8,-1.7,9500,Graduate
6,13.666666666666666,6,14.5,1,1,6,6,118.8,0,130.0,8,1,1,0,0,6,-1.7,9670,Graduate
0,0.0,0,0.0,1,0,6,6,133.0,1,133.1,0,5,1,0,0,0,0.32,9670,Dropout
6,11.3,6,11.3,1,0,7,7,129.0,1,133.1,7,1,1,0,0,7,0.32,9500,Graduate
7,12.3,7,12.3,1,0,8,8,132.5,1,136.0,9,6,1,0,0,9,-1.7,9500,Graduate
7,12.694285714285714,7,12.694285714285714,1,1,8,8,120.3,1,127.0,8,5,1,0,0,8,1.74,9500,Graduate
4,11.0,4,11.0,1,0,5,5,114.6,0,123.0,5,1,1,0,0,5,-3.12,9670,Graduate
6,14.166666666666666,6,13.0,1,1,6,6,116.5,1,128.0,6,1,1,0,0,6,1.79,9238,Graduate
8,16.05,7,14.4125,1,1,8,7,127.8,0,128.0,8,1,1,0,0,8,0.79,9500,Graduate
8,14.0625,7,12.92875,1,0,8,7,129.9,1,140.0,8,2,1,0,0,8,-4.06,9500,Dropout
5,12.8,6,13.333333333333334,1,0,6,6,118.9,1,121.0,10,2,1,0,0,6,2.02,9773,Graduate
7,14.402857142857142,7,14.402857142857142,1,0,8,8,114.8,1,126.0,8,1,1,0,0,8,1.74,9500,Graduate
7,13.381428571428572,7,13.381428571428572,1,1,8,8,123.0,1,135.0,8,4,1,0,0,8,1.74,9500,Graduate
8,13.98375,7,14.13125,1,0,8,7,122.1,1,131.0,8,2,1,0,0,8,-4.06,9500,Graduate
5,12.6,5,11.714285714285714,1,0,5,5,123.7,0,140.0,6,4,1,0,0,11,-3.12,9085,Graduate
2,11.0,6,11.166666666666666,1,0,6,6,114.8,0,130.0,15,1,0,1,0,9,0.32,8014,Graduate
0,0.0,0,0.0,1,0,6,6,130.0,0,130.0,6,1,1,0,0,7,1.79,9003,Dropout
5,12.0,5,13.6,1,0,6,6,122.3,0,140.0,8,1,1,0,0,9,-1.7,9853,Dropout
11,14.090909090909092,12,13.846153846153848,1,0,12,12,152.4,1,130.0,18,1,1,5,4,14,3.51,9003,Graduate
6,13.333333333333334,6,12.5,1,1,6,6,120.1,0,125.0,8,1,1,0,0,7,-0.92,9773,Graduate
5,14.6,5,16.4,1,0,5,5,155.1,1,160.0,5,1,1,0,0,5,-1.7,9130,Graduate
11,13.454545454545457,11,13.818181818181818,1,1,11,11,124.5,0,130.0,11,1,1,5,5,11,2.02,9070,Graduate
4,10.5,5,10.6,1,0,6,6,126.9,0,144.0,11,1,1,0,0,8,-4.06,9238,Graduate
5,12.2,5,10.2,1,0,5,5,153.2,1,133.1,6,1,1,0,0,8,1.79,9147,Graduate
5,10.8,9,11.444444444444445,1,0,11,10,135.0,0,133.1,11,1,0,4,7,10,1.74,8014,Dropout
13,13.266666666666667,16,13.0,1,1,13,16,125.2,0,129.0,15,6,1,11,15,18,-3.12,9238,Graduate
8,13.31,8,13.31,1,1,8,8,141.3,1,144.0,9,5,1,0,0,9,-3.12,9500,Graduate
5,12.2,5,10.571428571428571,1,1,6,6,117.1,1,120.0,9,1,1,0,0,10,-1.7,9238,Graduate
7,13.487142857142857,7,13.487142857142857,1,1,8,8,126.5,1,144.0,8,3,1,0,0,8,1.74,9500,Graduate
6,11.833333333333334,6,12.333333333333334,1,1,6,6,120.1,0,132.0,7,1,1,0,0,6,0.79,9254,Graduate
5,12.833333333333334,6,11.875,1,0,6,6,128.4,0,142.0,9,1,1,0,0,11,2.02,9670,Dropout
6,13.966666666666669,6,13.966666666666669,1,0,7,7,140.0,1,136.0,7,2,1,0,0,7,0.32,9500,Graduate
0,0.0,0,0.0,0,0,5,5,110.0,1,133.1,10,1,1,0,0,10,0.32,9254,Dropout
5,12.8,4,11.5,1,0,5,5,116.8,1,122.0,5,1,1,0,0,8,0.32,9670,Graduate
0,0.0,2,12.5,1,0,7,2,104.5,1,133.1,0,2,1,0,0,2,1.79,9556,Dropout
0,0.0,0,0.0,1,0,8,7,140.0,0,140.0,0,1,1,0,0,0,0.32,9500,Dropout
7,13.225,6,11.98,1,0,8,7,113.2,0,117.0,11,1,1,0,0,10,-0.92,9500,Graduate
8,14.0375,6,11.614285714285714,1,0,8,7,123.8,0,136.0,8,1,1,0,0,10,0.79,9500,Graduate
7,14.314285714285717,7,14.314285714285717,1,1,8,8,126.7,1,141.0,8,6,1,0,0,8,-1.7,9500,Graduate
0,0.0,0,0.0,1,0,8,7,133.8,0,130.0,0,3,1,0,0,0,0.32,9500,Dropout
7,12.128571428571428,6,12.766666666666666,1,1,8,7,100.6,1,102.0,10,3,1,0,0,9,1.79,9500,Graduate
5,12.2,6,12.666666666666666,1,1,6,6,132.7,0,126.0,7,1,1,0,0,7,1.74,9853,Graduate
4,10.571428571428571,6,11.5,1,0,6,6,106.6,1,125.0,10,2,1,0,4,7,1.74,9670,Dropout
4,11.75,5,11.4,1,0,6,6,140.4,0,120.0,14,1,1,0,2,13,0.79,9670,Dropout
8,14.4775,7,14.70625,1,1,8,7,128.3,1,132.0,8,3,1,0,0,8,-4.06,9500,Graduate
7,13.542857142857144,6,11.814285714285717,1,1,8,7,118.6,1,128.0,8,3,1,0,0,9,0.79,9500,Graduate
6,11.875,6,13.0,1,0,6,6,123.4,0,115.0,8,1,1,0,1,8,0.79,9070,Graduate
6,13.333333333333334,6,14.857142857142858,1,0,6,6,124.0,0,125.0,6,1,1,0,0,7,1.79,9670,Graduate
6,12.6,6,12.6,1,0,7,7,121.3,1,137.0,7,6,1,0,0,7,0.32,9500,Graduate
1,11.0,2,11.5,0,0,5,5,130.0,0,130.0,5,3,1,0,1,6,-1.7,9130,Dropout
0,0.0,1,10.0,1,0,7,7,120.0,0,100.0,0,1,1,0,0,9,-1.7,9556,Dropout
5,12.2,5,11.8,1,0,6,6,130.4,1,122.0,10,1,1,0,0,10,2.02,9254,Graduate
6,12.666666666666666,5,11.8,1,0,6,6,118.7,0,126.0,6,1,1,0,0,7,-0.92,9070,Graduate
8,12.77125,8,12.77125,1,0,8,8,131.5,0,128.0,8,1,1,0,0,8,-3.12,9500,Graduate
5,14.6,6,12.666666666666666,1,0,6,6,129.1,1,128.0,7,2,1,0,0,6,2.02,9254,Graduate
0,0.0,1,12.0,0,0,4,5,130.0,0,130.0,10,2,1,0,0,9,1.74,9085,Dropout
7,11.721428571428572,7,11.721428571428572,1,1,8,8,132.8,1,135.0,12,2,1,0,0,12,-1.7,9500,Graduate
6,13.666666666666666,6,12.666666666666666,1,0,6,6,133.5,1,138.0,6,2,1,0,0,6,-1.7,9773,Graduate
5,14.0,4,13.0,1,0,5,5,146.2,0,150.0,6,1,1,0,0,12,-3.12,9130,Dropout
0,0.0,0,0.0,1,0,5,5,115.2,0,125.0,5,2,1,0,0,6,-4.06,9147,Dropout
0,0.0,0,0.0,0,0,5,5,101.8,0,120.0,10,1,0,0,0,5,1.74,8014,Dropout
4,11.75,4,12.5,1,0,5,5,100.0,0,140.0,7,2,1,0,0,6,0.32,9670,Graduate
0,0.0,0,0.0,0,0,5,4,121.9,0,100.0,0,1,0,0,0,4,-1.7,9991,Dropout
0,0.0,0,0.0,0,0,4,5,120.4,0,140.0,4,2,0,0,0,5,-3.12,8014,Dropout
0,0.0,0,0.0,0,0,6,6,120.4,0,140.0,0,2,1,0,0,0,-3.12,9238,Dropout
5,12.4,6,12.5,1,0,6,6,148.8,0,120.0,15,1,1,0,0,7,3.51,9003,Graduate
3,11.666666666666666,5,12.8,1,0,6,6,123.0,1,138.0,9,2,1,0,0,10,1.74,9853,Dropout
1,11.0,1,10.0,1,0,6,6,100.0,0,133.1,11,1,0,0,0,11,-3.12,8014,Dropout
5,10.2,4,11.25,1,0,6,6,112.1,1,118.0,10,2,1,0,0,11,0.32,9853,Dropout
7,12.61,7,12.61,1,1,8,8,126.8,1,135.0,8,6,1,0,0,8,1.74,9500,Graduate
5,12.6,2,12.0,1,0,5,5,115.9,0,130.0,6,1,1,0,0,14,-3.12,9130,Graduate
6,13.5,5,13.0,0,0,6,6,132.5,1,150.0,7,1,1,0,0,9,0.79,9238,Graduate
5,13.0,4,12.0,1,1,5,5,132.2,1,149.0,8,3,1,0,0,9,1.74,9085,Graduate
0,0.0,4,12.0,1,0,8,7,183.5,1,180.0,8,1,1,0,0,8,-0.92,9556,Dropout
1,11.0,1,12.0,1,0,5,5,136.0,0,133.1,9,1,1,0,0,12,-0.92,9119,Dropout
0,0.0,0,0.0,1,0,0,0,114.5,1,145.0,0,1,1,0,0,0,-3.12,171,Graduate
0,0.0,0,0.0,0,0,5,5,110.3,0,110.0,9,1,1,0,0,5,1.74,9147,Dropout
4,11.75,5,13.625,1,0,6,6,137.2,1,154.0,9,1,1,0,0,11,-0.92,9130,Dropout
0,0.0,0,0.0,1,0,6,6,121.8,1,133.0,0,1,1,0,0,0,0.79,9670,Dropout
7,11.69,7,11.69,1,0,8,8,127.3,1,145.0,8,2,1,0,0,8,1.74,9500,Graduate
0,0.0,0,0.0,0,0,6,6,120.0,0,120.0,12,1,1,0,0,11,-0.92,9070,Dropout
0,0.0,0,0.0,1,0,0,0,150.0,0,150.0,0,1,1,0,0,0,-4.06,171,Graduate
5,11.285714285714286,4,11.5,1,0,5,5,100.0,1,150.0,11,1,0,0,0,10,0.79,9991,Graduate
0,0.0,1,14.0,1,0,5,5,150.0,1,150.0,0,1,1,0,0,10,3.51,9119,Dropout
5,12.4,5,11.0,1,0,6,6,116.9,0,127.0,7,1,1,0,0,7,-4.06,9254,Graduate
6,13.166666666666666,6,12.857142857142858,1,0,6,6,140.0,1,140.0,6,1,1,0,0,7,1.79,9003,Graduate
6,11.333333333333334,4,12.5,1,0,6,6,122.1,1,128.0,6,3,1,0,0,9,1.74,9773,Dropout
8,15.018181818181818,7,14.528571428571428,1,0,8,7,160.0,0,127.0,11,1,1,0,0,7,-0.92,9500,Graduate
6,12.625,6,13.0,1,1,6,6,150.0,0,150.0,10,1,1,0,0,8,-4.06,9003,Graduate
8,15.188888888888888,7,15.957142857142856,1,1,8,7,144.9,0,154.0,9,1,1,0,0,7,-0.92,9500,Graduate
5,11.0,5,13.25,1,0,5,5,116.3,1,125.0,8,2,1,0,0,8,0.79,9147,Graduate
3,12.0,3,12.0,1,0,5,5,122.5,1,126.0,10,5,1,0,0,12,1.79,9119,Dropout
4,13.75,4,13.0,0,0,6,6,115.0,1,133.1,9,1,1,0,0,10,-1.7,9773,Dropout
3,13.666666666666666,9,11.77777777777778,1,0,8,11,115.0,0,115.0,11,1,1,3,5,12,-4.06,9070,Dropout
0,0.0,2,11.0,1,0,6,5,119.8,1,117.0,10,3,1,0,0,10,2.02,9119,Dropout
0,0.0,0,0.0,1,0,5,5,95.0,0,133.1,5,2,1,0,0,14,2.02,9147,Dropout
6,10.857142857142858,14,12.428571428571429,1,0,9,14,150.0,0,150.0,13,1,1,3,9,16,-4.06,9003,Dropout
0,0.0,0,0.0,1,0,0,0,144.2,1,161.0,0,1,1,0,0,0,0.32,171,Graduate
8,12.5075,8,12.5075,1,0,8,8,128.2,1,111.0,8,1,1,0,0,8,-3.12,9500,Graduate
11,12.0,11,12.090909090909092,1,0,12,12,135.3,0,140.0,14,1,1,5,7,18,3.51,9003,Graduate
2,11.333333333333334,1,10.0,1,0,5,5,140.7,0,139.0,8,1,0,0,0,13,1.79,9991,Dropout
5,13.2,6,13.5,1,0,6,6,130.4,1,132.0,9,1,1,0,0,6,3.51,9130,Graduate
6,13.625,6,14.166666666666666,1,0,6,6,123.2,1,119.0,8,6,1,0,0,6,1.74,9070,Graduate
6,14.714285714285714,6,14.0,1,0,6,6,118.0,0,133.1,7,1,1,0,0,7,3.51,9670,Graduate
0,0.0,0,0.0,1,0,3,3,120.0,0,133.1,5,1,1,0,0,4,-0.92,9003,Dropout
3,11.333333333333334,3,11.666666666666666,1,0,5,5,118.9,1,129.0,10,4,1,0,0,9,0.32,9119,Dropout
5,14.2,5,14.6,1,0,5,5,117.2,0,128.0,5,1,1,0,0,7,-1.7,9085,Graduate
5,11.5,5,13.0,1,0,6,6,120.0,0,120.0,13,1,1,0,0,10,-0.92,9003,Graduate
6,12.0,6,12.166666666666666,1,0,6,6,118.1,0,130.0,9,1,0,0,0,7,0.32,8014,Graduate
1,12.0,0,0.0,1,0,5,5,124.8,1,130.0,5,1,1,0,0,9,0.32,9147,Dropout
3,10.8,3,10.5,1,0,5,5,106.5,1,111.0,11,6,1,0,0,10,1.79,9119,Dropout
0,0.0,0,0.0,1,0,0,0,109.3,0,117.0,0,4,1,0,0,0,-3.12,171,Graduate
0,0.0,0,0.0,0,0,5,5,120.0,1,133.1,8,1,1,0,0,12,-3.12,9085,Dropout
7,13.828571428571427,7,13.828571428571427,1,0,8,8,137.5,0,149.0,8,2,1,0,0,8,-1.7,9500,Graduate
6,11.666666666666666,6,11.5,1,0,6,6,120.4,0,134.0,6,1,1,0,0,7,0.32,9238,Graduate
6,13.625,4,13.5,1,0,6,6,136.7,1,136.0,8,4,1,0,0,6,1.74,9070,Graduate
